Wandb run started
Optimizers Created
Dataloader reset
Beginning Training
====================================================================================================
Model Parameters: 32.1M
{'d_model': 256, 'n_heads': 8, 'n_layers': 8, 'vocab_size': 50304, 'seq_len': 128, 'r': 4, 'p': 2, 'max_steps': 1000000, 'batch_size': 32, 'adam_lr': 0.0003, 'muon_lr': 3e-06}
====================================================================================================
out_proj.weight tensor(0.6374, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(43.2222, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(21.6296, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(285.6470, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(3.8323, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(18.1244, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(7.1003, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(90.4470, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(59.5100, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(5.1924, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(2.6811, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(40.1842, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(26.5238, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(289.1786, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(2.7586, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(8.4778, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(30.6271, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(16.8937, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(92.0764, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(46.9038, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(26.0684, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(7.6317, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(16.5792, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(12.9184, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(14.3986, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(21.0096, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(3.5470, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(34.8711, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(32.0252, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(20.9675, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(29.3618, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(24.5196, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(18.0710, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(27.5305, device='cuda:0')
step 100 | loss 9.3448 | norm 60.2443 | time 1140.1219ms
decoder_stack.0.mlp.l2.weight tensor(46.4832, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(32.1579, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(12.5829, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(28.9580, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(15.2680, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(97.1753, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(6.6351, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(139.9482, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(33.4372, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(104.9882, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(3.9828, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(6696.1270, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(313.1373, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(70.5035, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(24.6356, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(17.3588, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(68.7712, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(20.3000, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(42.2106, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(3.5885, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(708.7399, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(48.5261, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(86.4777, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(27.8785, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(43.5967, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(13.5373, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(3.7731, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(19.0153, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(21.1028, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(13.8228, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(6.5199, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(48.7403, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(243.5444, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(7.5210, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(16.2501, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(41.8858, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(5.3281, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(201.5133, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(2057.8770, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(45.3336, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(241.1721, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(179.1603, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(37.1395, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(93.6345, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(8.3774, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(9.3078, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(1389.6063, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(13.0010, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(10.9501, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(31.3057, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(75.0167, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(11.2832, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(14.4436, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(101.0683, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(60.0567, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(33.3185, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(10.9579, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(607.5782, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(19.7870, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(56.4712, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(22.3611, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(4.7821, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(14.9940, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(55.7714, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(33.9425, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(39.0572, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(2.7524, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(35.8638, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(43.3385, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(10.1920, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(26.9281, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(71.1184, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(202.5665, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(5.4701, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(5.5970, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(19.4862, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(234.2137, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(19.1233, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(16.3159, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(69.3146, device='cuda:0')
step 110 | loss 9.0076 | norm 99.6195 | time 1164.5787ms
decoder_stack.0.attn.wq.weight tensor(12.2999, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(35.6856, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(91.4295, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(6.0627, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(5.7930, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(11.6382, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(108.3854, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(8.3774, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(65.5371, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(15.1925, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(13.1090, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(7.1908, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(36.5440, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(47.2704, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(7.3800, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(19.8783, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(7.5950, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(13.8529, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(25.7715, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(31.3764, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(176.8468, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(13.3274, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(71.7919, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(15.7409, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(25.8889, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(34.4279, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(8.1598, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(55.7396, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(4.7845, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(22.8765, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(172.1044, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(10.0252, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(25.2514, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(6.1901, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(174.2267, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(133.1395, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(9.8193, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(7.4669, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(10.7353, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(10.0508, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(17.3766, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(2752.6851, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(53.9283, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(99.7959, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(17.2209, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(13.6476, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(5.1917, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(10.1834, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(9.1390, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(45.1352, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(190.3629, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(6.4850, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(40.8191, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(44.9439, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(209.7998, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(9.7926, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(5.4647, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(4.5719, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(24.9934, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(17.2310, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(27.9821, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(3.4948, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(8.2254, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(246.9820, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(26.4805, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(37.7487, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(31.3554, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(16.9088, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(12.0040, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(123.0404, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(425.4764, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(25.9791, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(12.8848, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(451.8344, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(39.1721, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(5.3618, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(4.5287, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(13.1186, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(27.4555, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(11.5106, device='cuda:0')
step 120 | loss 9.0194 | norm 24.6290 | time 1187.1250ms
decoder_stack.0.attn.wk.weight tensor(382.5442, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(367.5367, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(71.2880, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(24.9238, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(212.5883, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(35.1579, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(10.0681, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(17.2054, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(5.9484, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(26.3099, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(64.7234, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(114.0511, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(251.4312, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(348.0609, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(4.5261, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(4.9506, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(83.2295, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(84.8101, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(3.2566, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(81.4394, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(83.2691, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(10.2184, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(42.5640, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(13.9276, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(73.8120, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(15.9773, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(26.4526, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(19.9489, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(135.0992, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(792.4360, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(35.1245, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(3.5098, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(69.3019, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(19.5125, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(5.7074, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(10.1548, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(25.1648, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(9.5981, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(18.6506, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(13.1548, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(61.9010, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(12.5852, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(4.7581, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(16.7563, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(8.6133, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(42.5689, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(5.8077, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(5.9249, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(15.8401, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(10.4469, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(499.1705, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(51.8197, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(36.9192, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(793.6480, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(11.3727, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(28.3523, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(28.3145, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(4.8261, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(16.3619, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(31.9767, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(49.3632, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(5.3087, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(35.6250, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(6.2058, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(3.5807, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(4.6755, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(39.0081, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(58.6403, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(16.0049, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(54.4961, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(7.5361, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(7.0624, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(4.8353, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(309.5573, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(66.6179, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(5.0487, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(35.7780, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(2.9875, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(14.6198, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(80.4939, device='cuda:0')
step 130 | loss 8.6881 | norm 102.3738 | time 1138.6175ms
decoder_stack.0.attn.wq.weight tensor(15.2998, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(13.5053, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(7.0318, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(12.1291, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(13.8433, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(84.5835, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(9.7953, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(8.3243, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(39.5674, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(1805.9827, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(3.0649, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(8.6280, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(11.2654, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(15.8351, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(140.5642, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(14.0737, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(20.0521, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(14.5721, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(8.7854, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(20.2906, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(20.7859, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(12.1345, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(9.7013, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(12.1910, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(29.5802, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(6.3899, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(4.4776, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(31.0425, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(6.8205, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(254.6250, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(178.4165, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(16.5543, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(26.0463, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(18.8385, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(19.4195, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(18.7422, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(37.8540, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(10.1137, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(29.3454, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(103.3692, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(1345.3351, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(37.8046, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(15.4813, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(81.4422, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(35.9416, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(6.7885, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(2.6468, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(11.2106, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(4.4180, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(352.0442, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(27.5414, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(27.9312, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(13.3659, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(89.3974, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(135.2398, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(126.1435, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(6.0938, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(3.0819, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(30.5481, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(9.0416, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(14.1952, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(13.3497, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(35.6821, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(18.0238, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(10.0723, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(24.7411, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(41.6048, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(96.2496, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(52.4383, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(16.9154, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(22.0542, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(97.4769, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(41.1768, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(7.3755, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(22.7379, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(1453.2119, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(9.5767, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(11.0655, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(15.9599, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(45.6131, device='cuda:0')
step 140 | loss 8.6521 | norm 86.3315 | time 1133.7390ms
decoder_stack.0.attn.wq.weight tensor(23.9556, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(9.8709, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(23.3119, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(94.4036, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(34.9558, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(8.0281, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(1185.9341, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(68.8502, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(10.3199, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(8.2253, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(78.7079, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(6.8298, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(11.8481, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(2.1296, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(7.9026, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(25.2472, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(14.3277, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(19.7300, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(117.5812, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(21.0198, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(49.8105, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(20.0643, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(42.5428, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(243.3405, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(13.6811, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(16.9557, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(657.8411, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(54.3164, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(14.0321, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(7.6978, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(3.4694, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(210.7048, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(25.0145, device='cuda:0')
